candidate_id,paper_title,authors,year,doi,source_seed_count,source_seed_notes,source_seed_pdfs,mentions,max_title_keyword_score,max_context_score,confidence,relevance_signals,status,next_action,download_status,downloaded_pdf,resolved_url,source_channel,error,retry_status,retry_url,retry_source,retry_error
pending-ref-034,Probing Projections: Interaction Techniques for Interpreting Arrangements and Errors of Dimensionality Reductions,"Julian Stahnke, Marian Dörk, Boris Müller, and Andreas Thom",2016,10.1109/TVCG.2015.2467717,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,2,high,title_keywords=2; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/26390487/,openalex_doi,no_pdf_content,missing,https://research.vumc.nl/en/publications/7cfae30f-8852-4154-adbc-85815da253a5,openalex_title,url_error:[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1129)
pending-ref-036,Formalizing visualization design knowledge as constraints: Actionable and extensible models in draco,D. Moritz et al,2019,10.1109/TVCG.2018.2865240,3,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,3,1,2,high,title_keywords=1; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/8440847/,openalex_doi,no_pdf_content,missing,https://osf.io/3eg9c,openalex_title,no_pdf_content
pending-ref-038,Low-level components of analytic activity in information visualization,"R. Amar, J. Eagan, and J. Stasko",2005,,3,papers/notes/2012-sedlmair-dr-in-the-wild.md; papers/notes/2014-brehmer-task-sequences.md; papers/notes/2019-mdp-visual-analytics-survey.md,papers/raw/2669557.2669559.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/sedlmair2012tr.pdf,3,1,1,high,title_keywords=1; body_citation_context=1,missing,collect_pdf,missing,,https://doi.org/10.1109/infovis.2005.24,openalex_title,http_404,missing,https://ieeexplore.ieee.org/document/1532136/,openalex_title,no_pdf_content
pending-ref-039,Assessing singlecell transcriptomic variability through density-preserving data visualization,"Ashwin Narayan, Bonnie Berger, and Hyunghoon Cho",2021,10.1038/s41587-02000801-7,2,papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/jeon25chi (4).pdf,2,1,12,medium,title_keywords=1; body_citation_context=12; doi_found,missing,collect_pdf,missing,,,,no_candidate_url,found,https://mediatum.ub.tum.de/doc/1545615/1545615.pdf,openalex_title,
pending-ref-042,Scale-independent quality criteria for dimensionality reduction,John A. Lee and Michel Verleysen,2010,10.1016/j.patrec.2010.04.013,2,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/jeon25chi (4).pdf,2,2,8,high,title_keywords=2; body_citation_context=8; doi_found,missing,collect_pdf,missing,,http://hdl.handle.net/2078.1/34378,openalex_doi,http_500,missing,https://resolver.sub.uni-goettingen.de/purl?gro-2/55218,openalex_title,http_403
pending-ref-044,ClassiMap: A new dimension reduction technique for exploratory data analysis of labeled data,"S. Lespinats, M. Aupetit, and A. Meyer-Baese",2015,,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,2,2,6,high,title_keywords=2; body_citation_context=6,missing,collect_pdf,missing,,https://doi.org/10.1142/s0218001415510088,openalex_title,http_403,found,https://pure.rug.nl/ws/files/166005661/Complete_thesis.pdf,openalex_title,
pending-ref-050,Knowledge Generation Model for Visual Analytics,"Dominik Sacha, Andreas Stoffel, Florian Stoffel, Bum Chul Kwon, Geoffrey Ellis, and Daniel A. Keim",2014,10.1109/TVCG.2014.2346481,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,2,1,5,high,title_keywords=1; body_citation_context=5; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/26356874/,openalex_doi,no_pdf_content,missing,https://kops.uni-konstanz.de/handle/123456789/33530,openalex_title,no_pdf_content
pending-ref-053,Analyzing quality measurements for dimensionality reduction,"M. C. Thrun, J. Märte, and Q. Stier",2023,10.3390/make5030056,2,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,2,2,4,high,title_keywords=2; body_citation_context=4; doi_found,missing,collect_pdf,missing,,https://dx.doi.org/10.3390/make5030056,openalex_doi,http_403,found,https://hal.science/hal-03926082/document,openalex_title,
pending-ref-057,Quality Metrics for Information Visualization,"M. Behrisch, M. Blumenschein, N. W. Kim, L. Shao, M. El-Assady, J. Fuchs, D. Seebacher, A. Diehl, U. Brandes, H. Pfister, T. Schreck, D. Weiskopf, and D. A. Keim",2018,10.1111/cgf.13446,2,papers/notes/2024-large-scale-text-spatialization.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Large-Scale_Evaluation_of_Topic_Models_and_Dimensionality_Reduction_Methods_for_2D_Text_Spatialization.pdf; papers/raw/jeon25chi (4).pdf,2,2,3,medium,title_keywords=2; body_citation_context=3; doi_found,missing,collect_pdf,missing,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fcgf.13446,crossref_doi,http_400,found,https://kops.uni-konstanz.de/server/api/core/bitstreams/4d11633d-4704-47dc-b90c-a3e0d82202a5/content,semanticscholar_doi,
pending-ref-059,Visualization Analysis and Design,T. Munzner,2014,,2,papers/notes/2014-brehmer-task-sequences.md; papers/notes/2019-mdp-visual-analytics-survey.md,papers/raw/2669557.2669559.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf,2,1,3,medium,title_keywords=1; body_citation_context=3,missing,collect_pdf,missing,,https://www.taylorfrancis.com/books/mono/10.1201/b17511/visualization-analysis-design-tamara-munzner,openalex_title,no_pdf_content,missing,https://pmc.ncbi.nlm.nih.gov/articles/PMC6998782/,openalex_title,no_pdf_content
