candidate_id,paper_title,authors,year,doi,source_seed_count,source_seed_notes,source_seed_pdfs,mentions,max_title_keyword_score,max_context_score,confidence,relevance_signals,status,next_action,download_status,downloaded_pdf,resolved_url,source_channel,error,retry_status,retry_url,retry_source,retry_error
pending-ref-016,Visual interaction with dimensionality reduction: A structured literature analysis,D. Sacha et al,2017,10.1109/TVCG.2016.2598495,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,12,high,title_keywords=1; body_citation_context=12; doi_found,missing,collect_pdf,missing,,https://kops.uni-konstanz.de/handle/123456789/38130,openalex_doi,no_pdf_content,found,https://kops.uni-konstanz.de/server/api/core/bitstreams/ff169f70-32f1-47e6-900b-faa5cc961066/content,semanticscholar_doi,
pending-ref-017,Graph-based measures to assist user assessment of multidimensional projections,"Robson Motta, Rosane Minghim, Alneu de Andrade Lopes, and Maria Cristina F. Oliveira",2015,10.1016/j.neucom.2014.09.063,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,11,high,title_keywords=2; body_citation_context=11; doi_found,missing,collect_pdf,missing,,http://www.producao.usp.br/handle/BDPI/49848,openalex_doi,http_404,missing,https://dl.acm.org/doi/pdf/10.1145/331499.331504,openalex_title,http_403
pending-ref-018,A General Framework for Dimensionality-Reducing Data Visualization Mapping,"Kerstin Bunte, Michael Biehl, and Barbara Hammer",2012,10.1162/NECO_a_00250,3,papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2022-revisiting-dr-visual-cluster-analysis.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Revisiting_Dimensionality_Reduction_Techniques_for_Visual_Cluster_Analysis_An_Empirical_Study.pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,10,high,title_keywords=1; body_citation_context=10; doi_found,missing,collect_pdf,missing,,https://research.rug.nl/en/publications/a-general-framework-for-dimensionality-reducing-data-visualizatio/,openalex_doi,no_pdf_content,found,https://www.jstatsoft.org/article/download/v067i01/946,openalex_title,
pending-ref-019,Local multidimensional scaling,Jarkko Venna and Samuel Kaski,2006,10.1016/j.neunet.2006.05.014,3,papers/notes/2015-gisbrecht-nonlinear-dr-visualization.md; papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/WIREs Data Min   Knowl - 2015 - Gisbrecht - Data visualization by nonlinear dimensionality reduction.pdf; papers/raw/jeon25chi (4).pdf,3,1,10,high,title_keywords=1; body_citation_context=10; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/16787737/,openalex_doi,no_pdf_content,found,https://repository.upenn.edu/server/api/core/bitstreams/e44086b0-216f-4921-b4f6-630676628d59/content,semanticscholar_title,
pending-ref-020,Shift-invariant similarities circumvent distance concentration in stochastic neighbor embedding and variants,John A. Lee and Michel Verleysen,2011,10.1016/j.procs.2011.04.056,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,9,high,title_keywords=2; body_citation_context=9; doi_found,missing,collect_pdf,missing,,http://hdl.handle.net/2078.1/82315,openalex_doi,http_500,missing,http://repository.hanyang.ac.kr/handle/20.500.11754/84391,openalex_title,http_403
pending-ref-021,Axisketcher: Interactive nonlinear axis mapping of visualizations through user drawings,"B. C. Kwon, H. Kim, E. Wall, J. Choo, H. Park, and A. Endert",2017,10.1109/TVCG.2016.2598446,3,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,3,1,9,high,title_keywords=1; body_citation_context=9; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/27514048/,openalex_doi,no_pdf_content,found,https://ojs.aaai.org/index.php/AAAI/article/download/10628/10487,openalex_title,
pending-ref-023,Visual quality metrics and human perception: an initial study on 2D projections of large multidimensional data,"Andrada Tatu, Peter Bak, Enrico Bertini, Daniel Keim, and Joern Schneidewind",2010,,3,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,8,high,title_keywords=2; body_citation_context=8,missing,collect_pdf,missing,,,,no_candidate_url,found,https://kops.uni-konstanz.de/server/api/core/bitstreams/be117295-376f-4ab5-ade3-0d45975f260b/content,semanticscholar_title,
pending-ref-025,Data-driven evaluation of visual quality measures,M. Sedlmair and M. Aupetit,2015,,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-critical-analysis-dr-four-domains.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,3,2,7,high,title_keywords=2; body_citation_context=7,missing,collect_pdf,missing,,https://dl.acm.org/doi/10.5555/2858877.2858899,openalex_title,http_403,missing,https://dl.acm.org/doi/10.5555/2858877.2858899,openalex_title,http_403
pending-ref-027,Perceptionbased visual quality measures,"Georgia Albuquerque, Martin Eisemann, and Marcus Magnor",2011,10.1109/VAST.2011.6102437,3,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,6,high,title_keywords=1; body_citation_context=6; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/6102437/,openalex_doi,no_pdf_content,found,https://link.springer.com/content/pdf/10.3758/s13423-018-1497-7.pdf?error=cookies_not_supported&code=97b8d3f5-88cc-4bc8-843a-c1b1da1b4cb9,openalex_title,
pending-ref-033,A Global Geometric Framework for Nonlinear Dimensionality Reduction,"Joshua B. Tenenbaum, Vin de Silva, and John C. Langford",2000,10.1126/science.290.5500.2319,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,3,high,title_keywords=1; body_citation_context=3; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/11125149/,openalex_doi,no_pdf_content,missing,https://doi.org/10.1016/j.jcp.2016.01.040,openalex_title,http_403
pending-ref-163,Neighborhood Preserving Embedding Proc,"[He2005] He, X.; Cai, D.; Yan, S. & Zhang, H. J",2005,,1,papers/notes/2014-sorzano-survey-dr-techniques.md,papers/raw/1403.2877v1.pdf,1,3,0,medium,title_keywords=3,missing,collect_pdf,missing,,,,no_candidate_url,missing,https://dl.acm.org/doi/pdf/10.1145/331499.331504,openalex_title,http_403
pending-ref-164,Neighborhoodpreserving embedding,"HeX,CaiD,YanS,ZhangH",2005,10.1002/widm.1147,1,papers/notes/2015-gisbrecht-nonlinear-dr-visualization.md,papers/raw/WIREs Data Min   Knowl - 2015 - Gisbrecht - Data visualization by nonlinear dimensionality reduction.pdf,1,3,0,medium,title_keywords=3; doi_found,missing,collect_pdf,missing,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fwidm.1147,crossref_doi,http_400,found,https://ojs.aaai.org/index.php/AAAI/article/download/8208/8066,openalex_title,
pending-ref-166,Projection Ensemble: Visualizing the Robust Structures of Multidimensional Projections,"Myeongwon Jung, Jiwon Choi, and Jaemin Jo",2023,10.1109/VIS54172,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/10360924/,openalex_title,no_pdf_content,found,https://api.repository.cam.ac.uk/server/api/core/bitstreams/48429a1c-d5a5-4838-a8ba-ea14e1c3f9d1/content,openalex_title,
pending-ref-168,VisExPreS: A Visual Interactive Toolkit for User-Driven Evaluations of Embeddings,"Aindrila Ghosh, Mona Nashaat, James Miller, and Shaikh Quader",2022,10.1109/TVCG.2020.3039106,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/33211658/,openalex_doi,no_pdf_content,found,https://ieeexplore.ieee.org/ielx7/2945/4359476/09956753.pdf,openalex_title,
pending-ref-170,Using multiple attribute-based explanations of multidimensional projections to explore high-dimensional data,"Zonglin Tian, Xiaorui Zhai, Daan van Driel, Gijs van Steenpaal, Mateus Espadoto, and Alexandru Telea",2021,10.1016/j.cag.2021.04.034,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://research.rug.nl/en/publications/using-multiple-attribute-based-explanations-of-multidimensional-p/,openalex_doi,no_pdf_content,found,https://public-pages-files-2025.frontiersin.org/journals/systems-neuroscience/articles/10.3389/neuro.06.004.2008/pdf,openalex_title,
pending-ref-171,SolarView: Low Distortion Radial Embedding with a Focus,"Thom Castermans, Kevin Verbeek, Bettina Speckmann, Michel A. Westenberg, Rob Koopman, Shenghui Wang, Hein van den Berg, and Arianna Betti",2019,10.1109/TVCG.2018.2865361,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://dare.uva.nl/search?identifier=f36365a0-b0b6-469a-a208-9a6f63349c83,openalex_doi,no_pdf_content,found,https://pure.tue.nl/ws/files/122960699/solarview_author.pdf,semanticscholar_doi,
pending-ref-172,Agreement Analysis of Quality Measures for Dimensionality Reduction,Bastian Rieck and Heike Leitte,2017,10.1007/978-3-319-44684-4_6,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://link.springer.com/chapter/10.1007/978-3-319-44684-4_6?error=cookies_not_supported&code=8451d976-42c4-4870-9f22-824ac2299ae3,doi_landing,no_pdf_content,missing,https://research.vumc.nl/en/publications/3fe2f308-1bb5-48f9-aae9-f285d9a895a0,openalex_title,url_error:[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1129)
pending-ref-173,Random projection-based dimensionality reduction method for hyperspectral target detection,"W. Feng, Q. Chen, W. He, G. R. Arce, G. Gu, and J. Zhuang",2015,,1,papers/notes/2017-random-projection-survey.md,papers/raw/1706.04371v4.pdf,1,2,0,high,title_keywords=2,missing,collect_pdf,missing,,https://www.spiedigitallibrary.org/redirect/proceedings/proceeding?doi=10.1117/12.2187709,openalex_title,no_pdf_content,found,https://link.springer.com/content/pdf/10.1186/s40537-021-00444-8.pdf?error=cookies_not_supported&code=2d639d9a-7d55-4d6a-88bf-4972f1486af5,openalex_title,
pending-ref-174,Quality-based guidance for exploratory dimensionality reduction,"Sara Johansson Fernstad, Jane Shaw, and Jimmy Johansson",2013,10.1177/1473871612460526,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://journals.sagepub.com/doi/pdf/10.1177/1473871612460526,crossref_doi,http_403,missing,https://dl.acm.org/doi/pdf/10.1145/331499.331504,openalex_title,http_403
pending-ref-175,iLAMP: Exploring highdimensional spacing through backward multidimensional projection,"Elisa Portes dos Santos Amorim, Emilio Vital Brazil, Joel Daniels, Paulo Joia, Luis Gustavo Nonato, and Mario Costa Sousa",2012,10.1109/VAST.2012.6400489,1,papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/jeon25chi (4).pdf,1,2,0,medium,title_keywords=2; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/6400489/,openalex_doi,no_pdf_content,found,https://arxiv.org/pdf/2212.11737,openalex_title,
pending-ref-176,Learning linear discriminant projections for dimensionality reduction of image descriptors,"[Cai2011] Cai, H.; Mikolajczyk, K. & Matas, J",2011,,1,papers/notes/2014-sorzano-survey-dr-techniques.md,papers/raw/1403.2877v1.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,https://openresearch.surrey.ac.uk/esploro/outputs/journalArticle/Learning-linear-discriminant-projections-for-dimensionality/99516138602346#file-1,openalex_title,no_pdf_content,found,https://eu-st01.ext.exlibrisgroup.com/44SUR_INST/upload/1770540667631/Cai-PAMI-2010.pdf?Expires=1770540788&Signature=O4BMAYfLgYeV~OllgRWTOde9lr6RofYo~vR6w0vdBRtJOQ1Woo~pOdjqpT5rDIVSnVYNYN0a~pUp~5tMyB5tQPo3sRx3pSZgiFN7pLgOhLM71~RY3fBQ~a5Mx4m8OOc2QAh7b~TBys4VcDpw~FWaEetxLXZbdqnEpyVtnM8oraFxs6wibRYy66cmjP59AcPe234R8tECoCuUAhIr3zCHBBgHyKvUGeLZDPXS7SHDyA7boGTWG3gPyvEAE4KlIhEQshcd~XmerQ8Y19akzN7wSXn6EMVmxp1ux2CWXTTbqW6nXL46BVBZsUdgtwx-AbczmblSCM2nTllc23Vh3UHlHQ__&Key-Pair-Id=APKAJ72OZCZ36VGVASIA,semanticscholar_title,
pending-ref-177,Maximal Linear Embedding for Dimensionality Reduction,"[Wang2011] Wang, R.; Shan, S.; Chen, X.; Chen, J. & Gao, W",2011,,1,papers/notes/2014-sorzano-survey-dr-techniques.md,papers/raw/1403.2877v1.pdf,1,2,0,medium,title_keywords=2,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/21358001/,openalex_title,no_pdf_content,found,https://proceedings.neurips.cc/paper_files/paper/2003/file/d69116f8b0140cdeb1f99a4d5096ffe4-Paper.pdf,openalex_title,
pending-ref-178,Random-projection-based dimensionality reduction and decision fusion for hyperspectral target detection,"Q. Du, J. E. Fowler, and B. Ma",2011,,1,papers/notes/2017-random-projection-survey.md,papers/raw/1706.04371v4.pdf,1,2,0,high,title_keywords=2,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/6049468/,openalex_title,no_pdf_content,missing,https://pmc.ncbi.nlm.nih.gov/articles/PMC8010506/,openalex_title,no_pdf_content
