candidate_id,paper_title,authors,year,doi,source_seed_count,source_seed_notes,source_seed_pdfs,mentions,max_title_keyword_score,max_context_score,confidence,relevance_signals,status,next_action,download_status,downloaded_pdf,resolved_url,source_channel,error,retry_status,retry_url,retry_source,retry_error
pending-ref-016,Visual interaction with dimensionality reduction: A structured literature analysis,D. Sacha et al,2017,10.1109/TVCG.2016.2598495,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,12,high,title_keywords=1; body_citation_context=12; doi_found,missing,collect_pdf,missing,,https://kops.uni-konstanz.de/handle/123456789/38130,openalex_doi,no_pdf_content,found,https://kops.uni-konstanz.de/server/api/core/bitstreams/ff169f70-32f1-47e6-900b-faa5cc961066/content,semanticscholar_doi,
pending-ref-017,Graph-based measures to assist user assessment of multidimensional projections,"Robson Motta, Rosane Minghim, Alneu de Andrade Lopes, and Maria Cristina F. Oliveira",2015,10.1016/j.neucom.2014.09.063,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,11,high,title_keywords=2; body_citation_context=11; doi_found,missing,collect_pdf,missing,,http://www.producao.usp.br/handle/BDPI/49848,openalex_doi,http_404,missing,https://dl.acm.org/doi/pdf/10.1145/331499.331504,openalex_title,http_403
pending-ref-018,A General Framework for Dimensionality-Reducing Data Visualization Mapping,"Kerstin Bunte, Michael Biehl, and Barbara Hammer",2012,10.1162/NECO_a_00250,3,papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2022-revisiting-dr-visual-cluster-analysis.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Revisiting_Dimensionality_Reduction_Techniques_for_Visual_Cluster_Analysis_An_Empirical_Study.pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,10,high,title_keywords=1; body_citation_context=10; doi_found,missing,collect_pdf,missing,,https://research.rug.nl/en/publications/a-general-framework-for-dimensionality-reducing-data-visualizatio/,openalex_doi,no_pdf_content,found,https://www.jstatsoft.org/article/download/v067i01/946,openalex_title,
pending-ref-019,Local multidimensional scaling,Jarkko Venna and Samuel Kaski,2006,10.1016/j.neunet.2006.05.014,3,papers/notes/2015-gisbrecht-nonlinear-dr-visualization.md; papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/WIREs Data Min   Knowl - 2015 - Gisbrecht - Data visualization by nonlinear dimensionality reduction.pdf; papers/raw/jeon25chi (4).pdf,3,1,10,high,title_keywords=1; body_citation_context=10; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/16787737/,openalex_doi,no_pdf_content,found,https://repository.upenn.edu/server/api/core/bitstreams/e44086b0-216f-4921-b4f6-630676628d59/content,semanticscholar_title,
pending-ref-020,Shift-invariant similarities circumvent distance concentration in stochastic neighbor embedding and variants,John A. Lee and Michel Verleysen,2011,10.1016/j.procs.2011.04.056,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,9,high,title_keywords=2; body_citation_context=9; doi_found,missing,collect_pdf,missing,,http://hdl.handle.net/2078.1/82315,openalex_doi,http_500,missing,http://repository.hanyang.ac.kr/handle/20.500.11754/84391,openalex_title,http_403
pending-ref-021,Axisketcher: Interactive nonlinear axis mapping of visualizations through user drawings,"B. C. Kwon, H. Kim, E. Wall, J. Choo, H. Park, and A. Endert",2017,10.1109/TVCG.2016.2598446,3,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,3,1,9,high,title_keywords=1; body_citation_context=9; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/27514048/,openalex_doi,no_pdf_content,found,https://ojs.aaai.org/index.php/AAAI/article/download/10628/10487,openalex_title,
pending-ref-023,Visual quality metrics and human perception: an initial study on 2D projections of large multidimensional data,"Andrada Tatu, Peter Bak, Enrico Bertini, Daniel Keim, and Joern Schneidewind",2010,,3,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,8,high,title_keywords=2; body_citation_context=8,missing,collect_pdf,missing,,,,no_candidate_url,found,https://kops.uni-konstanz.de/server/api/core/bitstreams/be117295-376f-4ab5-ade3-0d45975f260b/content,semanticscholar_title,
pending-ref-025,Data-driven evaluation of visual quality measures,M. Sedlmair and M. Aupetit,2015,,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-critical-analysis-dr-four-domains.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,3,2,7,high,title_keywords=2; body_citation_context=7,missing,collect_pdf,missing,,https://dl.acm.org/doi/10.5555/2858877.2858899,openalex_title,http_403,missing,https://dl.acm.org/doi/10.5555/2858877.2858899,openalex_title,http_403
pending-ref-027,Perceptionbased visual quality measures,"Georgia Albuquerque, Martin Eisemann, and Marcus Magnor",2011,10.1109/VAST.2011.6102437,3,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,6,high,title_keywords=1; body_citation_context=6; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/6102437/,openalex_doi,no_pdf_content,found,https://link.springer.com/content/pdf/10.3758/s13423-018-1497-7.pdf?error=cookies_not_supported&code=97b8d3f5-88cc-4bc8-843a-c1b1da1b4cb9,openalex_title,
pending-ref-033,A Global Geometric Framework for Nonlinear Dimensionality Reduction,"Joshua B. Tenenbaum, Vin de Silva, and John C. Langford",2000,10.1126/science.290.5500.2319,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,3,high,title_keywords=1; body_citation_context=3; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/11125149/,openalex_doi,no_pdf_content,missing,https://doi.org/10.1016/j.jcp.2016.01.040,openalex_title,http_403
